1.7097 1.5361
1.3974 1.5650
-1.4179 -1.3616
-1.4402 -1.4034
-1.7725 -1.4975
-1.2346 -1.8647
-2.0611 -1.7433
2.0641 5.5562
1.2987 1.4366
1.9990 2.1173
-1.5051 -1.3136
-1.0150 -1.5331
0.8946 1.4305
-1.6431 -1.3243
-1.3576 -1.7643
-1.5662 -1.0190
5.7159 4.0455
-0.4020 -2.4179
1.5937 1.6505
1.7052 1.4719
2.0039 1.3991
-1.4342 -0.9169
-0.8954 -1.0936
1.6180 1.3230
-1.6779 -2.0259
1.5913 1.2346
-1.0800 -2.0519
-1.8552 -1.4544
1.4377 1.3461
-1.2379 -1.8493
-1.1368 -1.8503
1.8512 1.7739
2.1395 1.2263
1.8066 1.4920
2.2752 1.6990
-1.6879 -1.6476
1.3239 1.2236
1.9001 1.2510
1.4389 1.8588
1.6212 1.5230
1.5815 1.1076
0.3519 -2.9672
1.2623 1.6776
1.5591 1.4016
-1.6065 -2.1398
-1.8104 -1.8639
1.5570 1.3031
-1.3210 -1.8059
-1.4659 -1.3412
-1.7593 -2.0627
1.4894 1.8195
-1.3971 -2.2284
-1.1979 -0.5319
-1.2079 -1.7265
-1.4422 -1.4572
1.1490 1.4349
-1.3458 -1.1606
1.2367 -2.2005
-1.0997 -1.7670
1.4082 1.6992
-1.8721 -1.3759
1.1104 1.8424
-1.3554 -1.3837
1.3952 2.0678
-1.8226 -1.0885
1.4883 1.2166
-1.9714 -1.6714
-1.6751 -1.6256
-1.2756 -1.9628
1.7186 1.6978
1.5583 1.9400
-1.4542 -1.2160
1.6863 1.4704
1.9687 1.6978
1.2846 1.4770
-1.8325 -1.6834
-1.4104 -1.7009
3.2293 1.8711
-1.6638 -1.3197
1.4820 1.8348
1.9552 1.5255
1.7780 0.9525
-1.8635 -1.1626
1.6639 1.5725
-1.1630 -2.0071
1.4116 1.4138
1.4365 1.2532
1.6328 1.9137
-1.3791 -1.3778
-1.3711 -1.9453
-1.3334 2.8481
1.5364 1.4418
1.1289 1.4867
-1.8661 -1.6831
-1.2772 -1.6611
1.6658 1.7608
-1.5665 -1.5834
-1.9703 -0.9212
-1.4335 -1.2938
-1.5853 -1.7546
1.3307 1.6635
-1.4656 -1.5427
-1.2160 -2.1020
2.0002 1.1412
1.3616 2.2387
1.6730 1.1560
1.7064 1.5319
-1.3303 -1.7133
-1.3655 -1.1039
-1.6060 -1.7165
-1.5334 -1.3234
0.3805 4.2140
1.2637 1.3817
-1.8705 -1.1544
1.4569 1.1781
-1.7371 -1.2118
-1.3189 -1.4622
1.4549 1.4427
1.4159 1.3894
-5.1232 5.0469
2.5082 1.6387
-1.5548 -1.8276
1.1172 1.2596
1.0516 1.6548
1.0840 1.4251
2.0781 0.4335
-1.5419 -1.6856
1.9996 1.0440
1.1523 1.6851
1.6749 1.4435
-1.1002 -1.4479
-1.8221 -1.5043
-1.6555 -1.6334
-1.9839 -2.0501
1.4276 1.3634
1.5454 1.3472
-0.8287 -0.8785
-0.5984 -4.2405
-0.9570 -1.4703
1.5938 1.3918
1.7042 1.7453
1.4159 1.4886
-1.9408 -1.7567
1.4454 2.0212
-3.5394 5.0374
-1.2347 -1.4638
0.8756 -3.5548
-1.3746 -1.3020
1.4861 1.6423
-1.0375 -1.8518
-1.3944 -1.7789
1.5348 1.6694
1.4061 1.5140
1.0813 1.6800
1.3394 1.8286
-1.6091 -1.8781
-1.6280 -1.4550
-1.4828 -1.7096
-1.5355 -1.4940
-1.4324 -1.6624
-1.5255 -1.1234
1.5200 1.5445
-3.2979 5.2275
2.0022 1.4194
-1.0143 -1.4863
1.5014 1.6549
1.5275 0.7060
-1.6028 -2.1876
1.8430 1.2645
1.7274 0.9033
1.3976 1.3820
1.5364 1.4039
1.3890 1.9675
-1.6783 -2.1820
-1.0883 -1.6782
-1.5289 -1.6360
-3.1462 -3.7097
-1.7153 -1.7241
3.9055 -0.7262
-1.5616 -1.3635
-4.5600 4.8681
-1.3205 -1.0032
-3.6373 0.8620
-1.1762 -1.3877
-1.6363 -1.0459
1.5222 1.2833
-2.0206 -0.9643
-1.4533 -1.5268
1.2179 1.6439
1.5397 1.6607
-2.0294 -1.6344
1.4564 1.3009
-1.4849 -1.5485
-0.9643 -1.2409
-1.5491 -2.0059
0.8497 1.3058
1.1946 1.2752
1.6415 1.5483
1.1408 1.7252
1.0712 1.5900
-1.6041 -1.3067
1.5053 1.6847
1.3524 1.8039
1.6821 0.9725
-1.4928 -1.3183
-1.4068 -1.5214
-1.1015 -1.6046
